1	0.2382726271947225
2	0.20012935250997543
3	0.3776244868834813
4	0.2654684806863467
5	0.14857659240563711
6	0.15025371064742407
7	0.06165256599585215
8	0.059311553835868835
9	0.0913957233230273
10	0.04024596015612284
11	0.06625486041108768
12	0.06393080701430638
13	0.0553471085925897
14	0.048694765816132225
15	0.05193148925900459
16	0.06852853546539943
17	0.03450102669497331
18	0.05191309377551079
19	0.06388536592324574
20	0.04158568133910497
21	0.03836060812075933
22	0.05281844983498255
23	0.04567762464284897
24	0.03807174786925316
25	0.059135522693395615
26	0.03558848860363165
27	0.04241028303901354
28	0.039664190262556076
29	0.05807170023520788
30	0.04799848794937134
31	0.03827704613407453
32	0.02740707683066527
33	0.046762010703484215
34	0.05140092968940735
35	0.04383901506662369
36	0.04116049284736315
37	0.04173871005574862
38	0.04904657478133837
39	0.054426326105992
40	0.034723601614435516
41	0.048439864069223404
42	0.04197845856348673
43	0.0331728421151638
44	0.037185841550429664
45	0.045858316123485565
46	0.06873129059871037
47	0.036166698982318245
48	0.050147982935110726
49	0.04337438692649206
50	0.035677133748928704
